filename	sample_ID	accession	study	biosample_accession	total_reads	total_bp	total_Gbp	min	max	mean	quartile_25	quartile_50	quartile_75	N25	N50	N75	library_ID	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	data_type	shear_method	shear_method_notes	size_selection	size_selection_notes	ccs_algorithm	polymerase_version	seq_plate_chemistry_version	generator_facility	generator_contact	notes
s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m64076_220106_231243-bc1015.5mc.hifi_reads.bam	HG03239	SRR23922656	SRP305758	SAMN33758794	1794879	36349648567	36.35	77	67645	20251	16457	19407	23235	17390	20721	24825	HG03239.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 23kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m64076_220108_100904-bc1015.5mc.hifi_reads.bam	HG03239	SRR23922656	SRP305758	SAMN33758794	1793658	35954386623	35.95	61	57608	20045	16305	19208	23004	17225	20513	24597	HG03239.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 23kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200508_172634.ccs.bam	HG03453	SRR13684386	SRP305758	SAMN17861668	2021670	40647101711	40.65	46	49546	20105	17748	19359	21770	18055	19851	22597	HG03453_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200509_233929.ccs.bam	HG03453	SRR13684386	SRP305758	SAMN17861668	2067165	41586898493	41.59	46	49421	20117	17757	19373	21782	18068	19864	22610	HG03453_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200511_060458.ccs.bam	HG03453	SRR13684386	SRP305758	SAMN17861668	1969769	39526964195	39.53	46	48820	20066	17726	19328	21710	18033	19810	22523	HG03453_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03453/raw_data/PacBio_HiFi/m64043_200512_123035.ccs.bam	HG03453	SRR13684386	SRP305758	SAMN17861668	1900582	38494019627	38.49	45	49779	20253	17855	19506	21962	18171	20011	22800	HG03453_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200606_175618.ccs.bam	HG03471	SRR13684385	SRP305758	SAMN17861669	2102995	40465702550	40.47	45	50100	19241	16785	18546	21161	17163	19140	22070	HG03471_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200608_185843.ccs.bam	HG03471	SRR13684385	SRP305758	SAMN17861669	2045451	39510858680	39.51	45	49844	19316	16854	18631	21249	17230	19223	22153	HG03471_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200610_011156.ccs.bam	HG03471	SRR13684385	SRP305758	SAMN17861669	2058511	39846677634	39.85	46	49263	19357	16876	18668	21304	17258	19270	22213	HG03471_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03471/raw_data/PacBio_HiFi/m64043_200611_073649.ccs.bam	HG03471	SRR13684385	SRP305758	SAMN17861669	1933742	37350112108	37.35	46	49235	19314	16846	18626	21244	17226	19219	22152	HG03471_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200610_234222.ccs.bam	HG03516	SRR13684285	SRP305758	SAMN17861241	1776238	33007183462	33.01	47	50324	18582	16469	18063	20094	16807	18511	20742	HG03516_HiFiEx_mix	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fractions 1-2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200612_200443.ccs.bam	HG03516	SRR13684285	SRP305758	SAMN17861241	1737663	32626020099	32.63	49	50430	18775	16605	18226	20301	16949	18686	20974	HG03516_HiFiEx_mix	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fractions 1-2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200614_021746.ccs.bam	HG03516	SRR13684285	SRP305758	SAMN17861241	1080637	20658278395	20.66	49	50513	19116	16849	18544	20706	17213	19030	21427	HG03516_HiFiEx_mix	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fractions 1-2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m54329U_200615_084313.ccs.bam	HG03516	SRR13684285	SRP305758	SAMN17861241	1288191	23954636179	23.95	48	50179	18595	16514	18100	20110	16845	18537	20735	HG03516_HiFiEx_mix	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	g-TUBE	6 passes at 1500 rcf	SageELF	1-18 kb protocol, fractions 1-2	ccs 4.0.0 (commit SL-release-8.0.0)	P2.0	C2.0	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200521_171703.ccs.bam	HG03540	SRR13684384	SRP305758	SAMN17861670	1897441	39298150274	39.3	46	49707	20711	18299	19960	22387	18612	20457	23197	HG03540_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200522_232930.ccs.bam	HG03540	SRR13684384	SRP305758	SAMN17861670	1839904	38058368349	38.06	45	49881	20684	18291	19937	22355	18596	20429	23160	HG03540_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200524_055430.ccs.bam	HG03540	SRR13684384	SRP305758	SAMN17861670	1857442	38599915696	38.6	47	49994	20781	18344	20019	22480	18658	20527	23305	HG03540_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03540/raw_data/PacBio_HiFi/m64043_200525_121851.ccs.bam	HG03540	SRR13684384	SRP305758	SAMN17861670	1788752	37451931637	37.45	46	50154	20937	18442	20175	22698	18772	20701	23544	HG03540_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200515_165406.ccs.bam	HG03579	SRR13684383	SRP305758	SAMN17861671	1705389	33330044108	33.33	46	48582	19543	17216	18917	21227	17578	19426	22029	HG03579_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200516_230634.ccs.bam	HG03579	SRR13684383	SRP305758	SAMN17861671	1996694	39277340010	39.28	46	49804	19671	17279	18999	21365	17647	19522	22212	HG03579_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200518_053124.ccs.bam	HG03579	SRR13684383	SRP305758	SAMN17861671	2010535	39165319090	39.17	48	49746	19480	17136	18826	21141	17501	19337	21963	HG03579_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03579/raw_data/PacBio_HiFi/m64043_200519_115622.ccs.bam	HG03579	SRR13684383	SRP305758	SAMN17861671	1960652	38217075483	38.22	47	49406	19492	17156	18841	21146	17516	19348	21959	HG03579_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		8.0.0.80529			Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m64043_210522_023949.hifi_reads.bam	HG03654	SRR18189650	SRP305758	SAMN26237511	1407194	26324187893	26.32	527	54542	18706	16104	17719	20827	16400	18463	21660	HG03654_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m64043_210523_101851.hifi_reads.bam	HG03654	SRR18189650	SRP305758	SAMN26237511	1796437	34126728073	34.13	90	60353	18996	16229	18023	21237	16568	18939	22101	HG03654_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m64043_210524_174752.hifi_reads.bam	HG03654	SRR18189650	SRP305758	SAMN26237511	1700544	32313779561	32.31	531	65226	19002	16238	18030	21236	16575	18943	22091	HG03654_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m64043_210528_171552.hifi_reads.bam	HG03654	SRR18189650	SRP305758	SAMN26237511	1121956	21288110123	21.29	86	50438	18974	16266	18022	21176	16591	18881	22010	HG03654_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m64043_210604_175624.hifi_reads.bam	HG03669	SRR18189649	SRP305758	SAMN26237512	1673096	33224375908	33.22	648	56876	19858	17539	19825	21872	18247	20290	22400	HG03669_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m64043_210606_013256.hifi_reads.bam	HG03669	SRR18189649	SRP305758	SAMN26237512	1643693	32948988442	32.95	620	53173	20045	17833	19999	22059	18480	20459	22587	HG03669_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m64043_210607_090252.hifi_reads.bam	HG03669	SRR18189649	SRP305758	SAMN26237512	1127654	22267350582	22.27	128	56463	19746	17364	19742	21779	18112	20210	22305	HG03669_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m64043_210610_203329.hifi_reads.bam	HG03669	SRR18189649	SRP305758	SAMN26237512	1286203	24900003751	24.9	205	54502	19359	16737	19354	21419	17495	19855	21956	HG03669_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m54329U_210608_221930.hifi_reads.bam	HG03688	SRR18158607	SRP305758	SAMN26267385	1620373	28672095909	28.67	84	51332	17694	15340	17113	19552	15700	17689	20289	HG03688.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m54329U_210611_221457.hifi_reads.bam	HG03688	SRR18158607	SRP305758	SAMN26267385	1366300	23712691290	23.71	86	50736	17355	15063	16712	19103	15385	17266	19865	HG03688.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m54329U_210618_202343.hifi_reads.bam	HG03688	SRR18158607	SRP305758	SAMN26267385	1466700	25428236196	25.43	1008	48498	17337	15057	16700	19071	15377	17242	19819	HG03688.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m64076_210610_224207.hifi_reads.bam	HG03688	SRR18158607	SRP305758	SAMN26267385	1927878	34597694779	34.6	85	49522	17945	15513	17393	19908	15910	18004	20653	HG03688.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 18kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_211105_213234-bc1001.5mc.hifi_reads.bam	HG03704	SRR23922655	SRP305758	SAMN33758795	1212386	25139477214	25.14	493	61181	20735	17290	19755	23225	17908	20760	24604	HG03704_SRE.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 26kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_211111_222027-bc1001.5mc.hifi_reads.bam	HG03704	SRR23922655	SRP305758	SAMN33758795	1009358	20852506753	20.85	727	67087	20659	17248	19681	23109	17853	20671	24461	HG03704_SRE.HFSS	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 26kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220203_054640-bc1001.5mc.hifi_reads.bam	HG03704	SRR23922654	SRP305758	SAMN33758795	783402	15515677051	15.52	77	64236	19805	16127	18857	22528	16931	20064	24078	HG03704.HFSS3	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 25kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220203_054640-bc1018.5mc.hifi_reads.bam	HG03704	SRR23922653	SRP305758	SAMN33758795	249779	4818202256	4.82	61	48616	19289	16218	18426	21504	16754	19296	22712	HG03704.HFSS4	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 24kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m54329U_220207_224702-bc1001.5mc.hifi_reads.bam	HG03704	SRR23922654	SRP305758	SAMN33758795	1376378	27431572003	27.43	65	63954	19930	16192	18974	22705	17016	20217	24294	HG03704.HFSS3	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 25kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m64076_220216_013707-bc1001.5mc.hifi_reads.bam	HG03704	SRR23922654	SRP305758	SAMN33758795	608249	12144176455	12.14	54	62497	19965	16204	19002	22753	17037	20253	24361	HG03704.HFSS3	WGS	GENOMIC	RANDOM	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 25kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.2.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210514_184131.hifi_reads.bam	HG03710	SRR18189648	SRP305758	SAMN26237513	1614922	32918659468	32.92	86	59530	20384	17210	18949	22578	17585	19797	24006	HG03710_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210516_020821.hifi_reads.bam	HG03710	SRR18189648	SRP305758	SAMN26237513	1696236	35214602226	35.21	549	61709	20760	17357	19260	23148	17782	20332	24670	HG03710_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m64043_210517_175123.hifi_reads.bam	HG03710	SRR18189648	SRP305758	SAMN26237513	1608247	33421412427	33.42	108	61973	20781	17364	19286	23189	17796	20381	24696	HG03710_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210612_053350.hifi_reads.bam	HG03831	SRR18189647	SRP305758	SAMN26237514	880429	19144027234	19.14	641	55969	21743	19481	21077	23313	19766	21495	23983	HG03831_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210613_130744.hifi_reads.bam	HG03831	SRR18189647	SRP305758	SAMN26237514	892173	19374660094	19.37	385	56331	21716	19461	21056	23284	19746	21472	23951	HG03831_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210614_204240.hifi_reads.bam	HG03831	SRR18189647	SRP305758	SAMN26237514	860681	18666458074	18.67	402	54835	21688	19447	21037	23248	19731	21450	23911	HG03831_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m64136_210618_184849.hifi_reads.bam	HG03831	SRR18189647	SRP305758	SAMN26237514	1764977	38500629563	38.5	90	61821	21813	19499	21123	23395	19790	21555	24089	HG03831_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		10.1.0.115913	P2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_HiFi/m64043_220107_191226-bc1012.5mc.hifi_reads.bam	HG03834	SRR23732286	SRP305758	SAMN33621958	1829039	38210943876	38.21	123	62493	20891	18853	20313	22331	19092	20668	22878	HG03834_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_HiFi/m64043_220109_060731-bc1012.5mc.hifi_reads.bam	HG03834	SRR23732286	SRP305758	SAMN33621958	1927254	40253924320	40.25	365	58988	20886	18844	20303	22326	19083	20657	22877	HG03834_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_HiFi/m64043_220110_170603-bc1012.5mc.hifi_reads.bam	HG03834	SRR23732286	SRP305758	SAMN33621958	1841790	38424503061	38.42	124	62573	20862	18833	20288	22289	19071	20638	22829	HG03834_lib1	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 20kb fractionated gDNA	unaligned reads	Megaruptor 1		SageELF		6.0.0	P2.2	C2	Washington University	tgraves@wustl.edu	
s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m54329U_210522_083046.hifi_reads.bam	HG03927	SRR18158598	SRP305758	SAMN26267386	1936424	31020996084	31.02	86	57003	16019	13318	15506	18286	13984	16380	19346	HG03927a.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 17kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m64076_210514_222349.hifi_reads.bam	HG03927	SRR18158598	SRP305758	SAMN26267386	1670468	25979557175	25.98	86	47540	15552	12914	14994	17697	13538	15842	18770	HG03927a.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 17kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m64076_210517_210115.hifi_reads.bam	HG03927	SRR18158598	SRP305758	SAMN26267386	1997659	31012862864	31.01	85	50275	15524	12851	14951	17697	13486	15821	18797	HG03927a.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 17kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
s3://human-pangenomics/working/HPRC/HG03927/raw_data/PacBio_HiFi/m64076_210519_075634.hifi_reads.bam	HG03927	SRR18158598	SRP305758	SAMN26267386	1692462	26139712779	26.14	85	47341	15444	12855	14899	17543	13463	15721	18586	HG03927a.HFSS	WGS	GENOMIC	size fractionation	single	PACBIO_SMRT	PacBio Sequel II	HiFi sequencing of 17kb fractionated gDNA	unaligned reads	Megaruptor 3		PippinHT		6.0.0	P2.2	C2	University of Washington	kmiyamot@uw.edu	
